==PROF== Connected to process 19871 (/src/tools/tc-grid/build/tc-grid)
format,path,dist,M,N,K,tile,status,detail
CUBLAS_FP16,REF,U(-1,1),4096,7168,7168,cublas,OK,ms=4.866,tflops=86.50,gbps=45.3,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
INT8,LUT,U(-1,1),4096,7168,7168,16x64x32_w4,OK,ms=79.039,tflops=5.33,gbps=3.7,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,16x64x32_w4,OK,ms=125.791,tflops=3.35,gbps=2.3,maxabs=2.949e-02,p99=1.378e-02,rel=1.846e-04
INT8,LUT,U(-1,1),4096,7168,7168,16x128x32_w8,OK,ms=80.847,tflops=5.21,gbps=3.6,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,16x128x32_w8,OK,ms=113.887,tflops=3.70,gbps=2.5,maxabs=2.949e-02,p99=1.378e-02,rel=1.846e-04
INT8,LUT,U(-1,1),4096,7168,7168,16x128x32_w4f2,OK,ms=75.057,tflops=5.61,gbps=3.9,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,16x128x32_w4f2,SKIP,MF path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,16x256x32_w4f4,OK,ms=110.209,tflops=3.82,gbps=2.6,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,16x256x32_w4f4,SKIP,MF path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x64x32_w4_v1,OK,ms=33.998,tflops=12.38,gbps=8.5,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x64x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x128x32_w4_v1,OK,ms=43.480,tflops=9.68,gbps=6.7,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x128x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x256x32_w4_v1,OK,ms=75.647,tflops=5.56,gbps=3.8,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x256x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x256x32_w8_v1,OK,ms=40.469,tflops=10.40,gbps=7.2,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x256x32_w8_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,64x64x32_w4_v1,OK,ms=41.207,tflops=10.21,gbps=7.0,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,64x64x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,64x128x32_w4_v1,OK,ms=45.704,tflops=9.21,gbps=6.3,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,64x128x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x64x32_w4_v2,OK,ms=26.109,tflops=16.12,gbps=11.1,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x64x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x128x32_w4_v2,OK,ms=23.156,tflops=18.18,gbps=12.5,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x128x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x256x32_w4_v2,OK,ms=42.067,tflops=10.01,gbps=6.9,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x256x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x256x32_w8_v2,OK,ms=19.658,tflops=21.41,gbps=14.7,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x256x32_w8_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,64x64x32_w4_v2,OK,ms=25.690,tflops=16.38,gbps=11.3,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,64x64x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,64x128x32_w4_v2,OK,ms=19.387,tflops=21.71,gbps=14.9,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,64x128x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x64x32_w4_v3,OK,ms=18.821,tflops=22.36,gbps=15.4,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x64x32_w4_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x128x32_w4_v3,OK,ms=15.337,tflops=27.44,gbps=18.9,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x128x32_w4_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,128x256x32_w8_v3,SKIP,invalid argument
INT8,BITSHIFT,U(-1,1),4096,7168,7168,128x256x32_w8_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,64x64x32_w4_v3,OK,ms=21.248,tflops=19.81,gbps=13.6,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,64x64x32_w4_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),4096,7168,7168,64x128x32_w4_v3,OK,ms=14.654,tflops=28.72,gbps=19.8,maxabs=3.975e-02,p99=1.873e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),4096,7168,7168,64x128x32_w4_v3,SKIP,v3 path-B not implemented
