==PROF== Connected to process 19037 (/src/tools/tc-grid/build/tc-grid)
format,path,dist,M,N,K,tile,status,detail
CUBLAS_FP16,REF,U(-1,1),2048,7168,7168,cublas,OK,ms=2.462,tflops=85.48,gbps=65.6,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
INT8,LUT,U(-1,1),2048,7168,7168,16x64x32_w4,OK,ms=42.439,tflops=4.96,gbps=4.1,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,16x64x32_w4,OK,ms=60.310,tflops=3.49,gbps=2.9,maxabs=2.817e-02,p99=1.329e-02,rel=1.846e-04
INT8,LUT,U(-1,1),2048,7168,7168,16x128x32_w8,OK,ms=41.555,tflops=5.06,gbps=4.1,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,16x128x32_w8,OK,ms=57.216,tflops=3.68,gbps=3.0,maxabs=2.817e-02,p99=1.329e-02,rel=1.846e-04
INT8,LUT,U(-1,1),2048,7168,7168,16x128x32_w4f2,OK,ms=37.717,tflops=5.58,gbps=4.6,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,16x128x32_w4f2,SKIP,MF path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,16x256x32_w4f4,OK,ms=57.591,tflops=3.65,gbps=3.0,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,16x256x32_w4f4,SKIP,MF path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x64x32_w4_v1,OK,ms=16.980,tflops=12.39,gbps=10.1,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x64x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x128x32_w4_v1,OK,ms=21.715,tflops=9.69,gbps=7.9,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x128x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x256x32_w4_v1,OK,ms=37.598,tflops=5.60,gbps=4.6,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x256x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x256x32_w8_v1,OK,ms=20.223,tflops=10.41,gbps=8.5,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x256x32_w8_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,64x64x32_w4_v1,OK,ms=19.082,tflops=11.03,gbps=9.0,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,64x64x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,64x128x32_w4_v1,OK,ms=24.384,tflops=8.63,gbps=7.1,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,64x128x32_w4_v1,SKIP,v1 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x64x32_w4_v2,OK,ms=13.020,tflops=16.16,gbps=13.2,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x64x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x128x32_w4_v2,OK,ms=11.582,tflops=18.17,gbps=14.9,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x128x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x256x32_w4_v2,OK,ms=20.637,tflops=10.20,gbps=8.3,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x256x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x256x32_w8_v2,OK,ms=9.838,tflops=21.39,gbps=17.5,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x256x32_w8_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,64x64x32_w4_v2,OK,ms=13.382,tflops=15.73,gbps=12.9,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,64x64x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,64x128x32_w4_v2,OK,ms=9.873,tflops=21.32,gbps=17.4,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,64x128x32_w4_v2,SKIP,v2 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x64x32_w4_v3,OK,ms=10.059,tflops=20.92,gbps=17.1,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x64x32_w4_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x128x32_w4_v3,OK,ms=7.660,tflops=27.47,gbps=22.5,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x128x32_w4_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x256x32_w8_v3,SKIP,invalid argument
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x256x32_w8_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,64x64x32_w4_v3,OK,ms=10.552,tflops=19.95,gbps=16.3,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,64x64x32_w4_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,64x128x32_w4_v3,OK,ms=7.809,tflops=26.95,gbps=22.0,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,64x128x32_w4_v3,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,32x128x32_w4_v3_b1,OK,ms=10.866,tflops=19.37,gbps=15.8,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,32x128x32_w4_v3_b1,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,32x64x32_w4_v3_b1,OK,ms=14.972,tflops=14.06,gbps=11.5,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,32x64x32_w4_v3_b1,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,32x256x32_w8_v3_b1,OK,ms=11.200,tflops=18.79,gbps=15.4,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,32x256x32_w8_v3_b1,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,128x128x32_w8_v3_b1alt,OK,ms=9.828,tflops=21.41,gbps=17.5,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,128x128x32_w8_v3_b1alt,SKIP,v3 path-B not implemented
INT8,LUT,U(-1,1),2048,7168,7168,64x128x32_w8_v3_b1alt,OK,ms=11.505,tflops=18.29,gbps=15.0,maxabs=3.975e-02,p99=1.811e-02,rel=2.594e-04
INT8,BITSHIFT,U(-1,1),2048,7168,7168,64x128x32_w8_v3_b1alt,SKIP,v3 path-B not implemented
