format,path,dist,M,N,K,tile,status,detail
fp16,turbomind,U(-1,1),32,18944,7168,turbomind_fp16,OK,ms=0.350,tflops=24.82
fp16,turbomind,U(-1,1),64,18944,7168,turbomind_fp16,OK,ms=0.368,tflops=47.28
fp16,turbomind,U(-1,1),128,18944,7168,turbomind_fp16,OK,ms=0.416,tflops=83.61
fp8,turbomind,U(-1,1),1,18944,7168,turbomind_fp8,OK,ms=0.187,tflops=1.45
fp8,turbomind,U(-1,1),4,18944,7168,turbomind_fp8,OK,ms=0.186,tflops=5.83
fp8,turbomind,U(-1,1),8,18944,7168,turbomind_fp8,OK,ms=0.190,tflops=11.41
fp8,turbomind,U(-1,1),16,18944,7168,turbomind_fp8,OK,ms=0.200,tflops=21.76
fp8,turbomind,U(-1,1),32,18944,7168,turbomind_fp8,OK,ms=0.278,tflops=31.32
fp8,turbomind,U(-1,1),64,18944,7168,turbomind_fp8,OK,ms=0.520,tflops=33.41
fp8,turbomind,U(-1,1),128,18944,7168,turbomind_fp8,OK,ms=0.776,tflops=44.79
fp16,turbomind,U(-1,1),1,7168,18944,turbomind_fp16,OK,ms=0.680,tflops=0.40
fp16,turbomind,U(-1,1),4,7168,18944,turbomind_fp16,OK,ms=0.377,tflops=2.88
fp16,turbomind,U(-1,1),8,7168,18944,turbomind_fp16,OK,ms=0.370,tflops=5.88
fp16,turbomind,U(-1,1),16,7168,18944,turbomind_fp16,OK,ms=0.369,tflops=11.79
fp16,turbomind,U(-1,1),32,7168,18944,turbomind_fp16,OK,ms=0.377,tflops=23.06
fp16,turbomind,U(-1,1),64,7168,18944,turbomind_fp16,OK,ms=0.392,tflops=44.32
fp16,turbomind,U(-1,1),128,7168,18944,turbomind_fp16,OK,ms=0.471,tflops=73.80
fp8,turbomind,U(-1,1),1,7168,18944,turbomind_fp8,OK,ms=0.181,tflops=1.50
fp8,turbomind,U(-1,1),4,7168,18944,turbomind_fp8,OK,ms=0.180,tflops=6.03
fp8,turbomind,U(-1,1),8,7168,18944,turbomind_fp8,OK,ms=0.256,tflops=8.49
fp8,turbomind,U(-1,1),16,7168,18944,turbomind_fp8,OK,ms=0.268,tflops=16.20
fp8,turbomind,U(-1,1),32,7168,18944,turbomind_fp8,OK,ms=0.353,tflops=24.60
fp8,turbomind,U(-1,1),64,7168,18944,turbomind_fp8,OK,ms=0.617,tflops=28.15
fp8,turbomind,U(-1,1),128,7168,18944,turbomind_fp8,OK,ms=0.802,tflops=43.36
fp4,turbomind,U(-1,1),1,7168,7168,turbomind_fp4,OK,ms=0.061,tflops=1.67
fp4,turbomind,U(-1,1),4,7168,7168,turbomind_fp4,OK,ms=0.061,tflops=6.69
fp4,turbomind,U(-1,1),8,7168,7168,turbomind_fp4,OK,ms=0.060,tflops=13.61
fp4,turbomind,U(-1,1),16,7168,7168,turbomind_fp4,OK,ms=0.067,tflops=24.70
fp4,turbomind,U(-1,1),32,7168,7168,turbomind_fp4,OK,ms=0.129,tflops=25.49
fp4,turbomind,U(-1,1),64,7168,7168,turbomind_fp4,OK,ms=0.215,tflops=30.58
fp4,turbomind,U(-1,1),128,7168,7168,turbomind_fp4,OK,ms=0.321,tflops=41.04
fp4,turbomind,U(-1,1),1,18944,7168,turbomind_fp4,OK,ms=0.132,tflops=2.06
fp4,turbomind,U(-1,1),4,18944,7168,turbomind_fp4,OK,ms=0.132,tflops=8.22
fp4,turbomind,U(-1,1),8,18944,7168,turbomind_fp4,OK,ms=0.133,tflops=16.32
fp4,turbomind,U(-1,1),16,18944,7168,turbomind_fp4,OK,ms=0.145,tflops=29.88
fp4,turbomind,U(-1,1),32,18944,7168,turbomind_fp4,OK,ms=0.250,tflops=34.78
fp4,turbomind,U(-1,1),64,18944,7168,turbomind_fp4,OK,ms=0.496,tflops=35.07
fp4,turbomind,U(-1,1),128,18944,7168,turbomind_fp4,OK,ms=0.777,tflops=44.73
fp4,turbomind,U(-1,1),1,7168,18944,turbomind_fp4,OK,ms=0.133,tflops=2.04
fp4,turbomind,U(-1,1),4,7168,18944,turbomind_fp4,OK,ms=0.134,tflops=8.10
fp4,turbomind,U(-1,1),8,7168,18944,turbomind_fp4,OK,ms=0.209,tflops=10.40
fp4,turbomind,U(-1,1),16,7168,18944,turbomind_fp4,OK,ms=0.144,tflops=30.10
fp4,turbomind,U(-1,1),32,7168,18944,turbomind_fp4,OK,ms=0.315,tflops=27.55
fp4,turbomind,U(-1,1),64,7168,18944,turbomind_fp4,OK,ms=0.517,tflops=33.61
fp4,turbomind,U(-1,1),128,7168,18944,turbomind_fp4,OK,ms=0.727,tflops=47.81
