format,path,dist,M,N,K,tile,tflops_median,tflops_min,tflops_max,tflops_mean,ms_median,rel,maxabs,p99,n_runs
INT4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v4,16.930,16.920,16.930,16.928,24.8610,2.555e-04,4.047e-02,1.868e-02,5
INT4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v5,12.110,12.090,12.130,12.112,34.7690,2.555e-04,4.047e-02,1.868e-02,5
INT4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v5,8.960,8.950,8.960,8.956,47.0010,2.555e-04,4.047e-02,1.868e-02,5
INT4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v3s_ks2,17.450,17.450,17.450,17.450,24.1210,2.555e-04,4.048e-02,1.872e-02,5
INT4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v3s_ks4,16.980,16.980,16.980,16.980,24.7900,2.555e-04,4.046e-02,1.870e-02,5
INT4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v3s_ks2,17.370,17.270,17.380,17.344,24.2280,2.555e-04,4.048e-02,1.872e-02,5
INT4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v3s_ks4,16.580,16.540,16.720,16.600,25.3830,2.555e-04,4.046e-02,1.870e-02,5
INT4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v3s_ks8,16.290,16.200,16.300,16.274,25.8370,2.555e-04,4.048e-02,1.873e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,16x64x32_w4,0.070,0.070,0.070,0.070,1.4250,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,BITSHIFT,"U(-1,1)",1,7168,7168,16x64x32_w4,0.060,0.060,0.070,0.064,1.5810,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,16x128x32_w8,0.070,0.070,0.070,0.070,1.3940,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,BITSHIFT,"U(-1,1)",1,7168,7168,16x128x32_w8,0.060,0.060,0.060,0.060,1.6230,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v2,0.070,0.070,0.070,0.070,1.4380,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v2,0.100,0.100,0.100,0.100,1.0260,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v3,0.100,0.100,0.100,0.100,0.9960,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v3,0.170,0.170,0.170,0.170,0.6160,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,32x64x32_w4_v3_b1,0.210,0.210,0.220,0.214,0.4790,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v4,0.100,0.100,0.100,0.100,1.0050,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v4,0.160,0.160,0.160,0.160,0.6560,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v5,0.100,0.100,0.100,0.100,1.0080,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v5,0.160,0.160,0.160,0.160,0.6540,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v3s_ks2,0.160,0.160,0.160,0.160,0.6540,1.828e-04,1.682e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v3s_ks4,0.160,0.160,0.160,0.160,0.6560,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v3s_ks2,0.250,0.250,0.250,0.250,0.4090,1.828e-04,1.682e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v3s_ks4,0.230,0.230,0.230,0.230,0.4530,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v3s_ks8,0.270,0.270,0.270,0.270,0.3850,1.828e-04,1.681e-02,1.181e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,16x64x32_w4,0.580,0.580,0.580,0.580,1.4090,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,BITSHIFT,"U(-1,1)",8,7168,7168,16x64x32_w4,0.500,0.500,0.500,0.500,1.6590,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,16x128x32_w8,0.570,0.570,0.570,0.570,1.4460,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,BITSHIFT,"U(-1,1)",8,7168,7168,16x128x32_w8,0.480,0.470,0.480,0.478,1.7250,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v2,0.570,0.570,0.570,0.570,1.4500,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v2,0.790,0.790,0.790,0.790,1.0390,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v3,0.820,0.810,0.820,0.818,1.0090,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v3,1.320,1.310,1.320,1.316,0.6250,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,32x64x32_w4_v3_b1,1.680,1.670,1.680,1.678,0.4890,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v4,0.810,0.810,0.810,0.810,1.0150,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v4,1.230,1.230,1.230,1.230,0.6670,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v5,0.810,0.810,0.810,0.810,1.0200,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v5,1.240,1.240,1.240,1.240,0.6650,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v3s_ks2,1.250,1.250,1.250,1.250,0.6570,1.869e-04,2.175e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v3s_ks4,1.250,1.240,1.250,1.248,0.6600,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v3s_ks2,2.000,2.000,2.000,2.000,0.4110,1.869e-04,2.175e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v3s_ks4,1.800,1.800,1.800,1.800,0.4560,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v3s_ks8,2.120,2.120,2.130,2.122,0.3870,1.869e-04,2.174e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,16x64x32_w4,2.100,2.100,2.110,2.102,1.5630,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,BITSHIFT,"U(-1,1)",32,7168,7168,16x64x32_w4,1.710,1.710,1.720,1.714,1.9210,1.851e-04,2.391e-02,1.257e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,16x128x32_w8,1.950,1.940,1.950,1.948,1.6880,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,BITSHIFT,"U(-1,1)",32,7168,7168,16x128x32_w8,1.530,1.520,1.540,1.530,2.1450,1.851e-04,2.391e-02,1.257e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,128x64x32_w4_v2,2.200,2.200,2.200,2.200,1.4950,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,64x64x32_w4_v2,3.020,3.020,3.030,3.022,1.0880,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,128x64x32_w4_v3,3.160,3.160,3.170,3.164,1.0390,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,64x64x32_w4_v3,5.100,5.090,5.110,5.098,0.6450,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,32x64x32_w4_v3_b1,5.730,5.730,5.730,5.730,0.5740,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,128x64x32_w4_v4,3.170,3.160,3.170,3.168,1.0380,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,64x64x32_w4_v4,4.770,4.760,4.770,4.768,0.6900,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,128x64x32_w4_v5,3.130,3.120,3.130,3.128,1.0510,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,64x64x32_w4_v5,4.710,4.700,4.720,4.712,0.6980,1.851e-04,2.392e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,128x64x32_w4_v3s_ks2,4.920,4.920,4.930,4.922,0.6680,1.851e-04,2.391e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,128x64x32_w4_v3s_ks4,4.910,4.900,4.910,4.906,0.6700,1.851e-04,2.392e-02,1.257e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,64x64x32_w4_v3s_ks2,7.780,7.780,7.800,7.788,0.4230,1.851e-04,2.391e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,64x64x32_w4_v3s_ks4,7.020,6.940,7.030,6.994,0.4680,1.851e-04,2.392e-02,1.257e-02,5
MXFP4,LUT,"U(-1,1)",32,7168,7168,64x64x32_w4_v3s_ks8,8.270,8.270,8.290,8.276,0.3980,1.851e-04,2.392e-02,1.257e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,16x64x32_w4,3.660,3.660,3.660,3.660,1.7970,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,BITSHIFT,"U(-1,1)",64,7168,7168,16x64x32_w4,2.920,2.920,2.930,2.922,2.2490,1.850e-04,2.390e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,16x128x32_w8,3.550,3.550,3.550,3.550,1.8540,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,BITSHIFT,"U(-1,1)",64,7168,7168,16x128x32_w8,2.690,2.690,2.690,2.690,2.4460,1.850e-04,2.390e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v2,4.280,4.270,4.280,4.276,1.5370,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v2,5.760,5.740,5.780,5.764,1.1410,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3,6.200,6.190,6.200,6.196,1.0610,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3,9.830,9.760,9.840,9.816,0.6690,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,32x64x32_w4_v3_b1,10.510,10.500,10.520,10.508,0.6260,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v4,6.200,6.190,6.210,6.198,1.0610,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v4,9.170,9.150,9.180,9.168,0.7170,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v5,6.100,6.090,6.100,6.096,1.0780,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v5,9.060,9.040,9.060,9.054,0.7260,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks2,9.690,9.680,9.700,9.688,0.6790,1.850e-04,2.390e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks4,9.640,9.630,9.650,9.638,0.6820,1.850e-04,2.391e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks2,15.120,15.000,15.130,15.092,0.4350,1.850e-04,2.390e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks4,13.070,12.790,13.370,13.098,0.5030,1.850e-04,2.391e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks8,16.050,16.040,16.070,16.054,0.4100,1.850e-04,2.391e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,16x64x32_w4,4.240,4.220,4.280,4.246,6.2090,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,BITSHIFT,"U(-1,1)",256,7168,7168,16x64x32_w4,3.270,3.270,3.270,3.270,8.0460,1.847e-04,2.391e-02,1.215e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,16x128x32_w8,4.210,4.210,4.220,4.212,6.2480,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,BITSHIFT,"U(-1,1)",256,7168,7168,16x128x32_w8,3.040,3.040,3.050,3.044,8.6420,1.847e-04,2.391e-02,1.215e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,128x64x32_w4_v2,15.520,15.500,15.560,15.526,1.6950,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,64x64x32_w4_v2,10.040,10.020,10.140,10.072,2.6200,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,128x64x32_w4_v3,19.520,19.510,19.540,19.522,1.3480,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,64x64x32_w4_v3,13.020,13.010,13.030,13.020,2.0200,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,32x64x32_w4_v3_b1,14.010,14.000,14.020,14.010,1.8780,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,128x64x32_w4_v4,19.420,19.410,19.420,19.416,1.3550,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,64x64x32_w4_v4,13.790,13.700,13.910,13.816,1.9070,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,128x64x32_w4_v5,12.850,12.850,12.880,12.860,2.0470,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,64x64x32_w4_v5,12.290,12.290,12.310,12.296,2.1400,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,128x64x32_w4_v3s_ks2,19.110,19.090,19.120,19.106,1.3770,1.847e-04,2.391e-02,1.215e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,128x64x32_w4_v3s_ks4,18.730,18.720,18.750,18.736,1.4040,1.847e-04,2.391e-02,1.215e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,64x64x32_w4_v3s_ks2,17.140,17.130,17.150,17.140,1.5340,1.847e-04,2.391e-02,1.215e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,64x64x32_w4_v3s_ks4,17.000,16.970,17.040,17.000,1.5480,1.847e-04,2.391e-02,1.215e-02,5
MXFP4,LUT,"U(-1,1)",256,7168,7168,64x64x32_w4_v3s_ks8,16.680,16.560,16.720,16.654,1.5770,1.847e-04,2.392e-02,1.214e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,16x64x32_w4,4.830,4.830,4.830,4.830,21.7860,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,BITSHIFT,"U(-1,1)",1024,7168,7168,16x64x32_w4,3.310,3.300,3.310,3.306,31.8270,1.846e-04,2.580e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,16x128x32_w8,4.210,4.200,4.220,4.208,25.0230,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,BITSHIFT,"U(-1,1)",1024,7168,7168,16x128x32_w8,3.070,3.060,3.070,3.068,34.2650,1.846e-04,2.580e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,128x64x32_w4_v2,18.350,18.330,18.370,18.354,5.7330,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,64x64x32_w4_v2,14.270,14.250,14.300,14.270,7.3730,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,128x64x32_w4_v3,19.650,19.650,19.660,19.654,5.3540,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,64x64x32_w4_v3,17.540,17.530,17.550,17.540,5.9980,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,32x64x32_w4_v3_b1,14.430,14.370,14.490,14.424,7.2930,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,128x64x32_w4_v4,19.540,19.540,19.550,19.544,5.3840,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,64x64x32_w4_v4,17.180,17.110,17.190,17.154,6.1260,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,128x64x32_w4_v5,14.930,14.930,14.990,14.946,7.0460,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,64x64x32_w4_v5,12.200,12.200,12.280,12.216,8.6270,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,128x64x32_w4_v3s_ks2,19.260,19.240,19.260,19.254,5.4650,1.846e-04,2.579e-02,1.244e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,128x64x32_w4_v3s_ks4,19.980,19.970,19.990,19.982,5.2660,1.846e-04,2.580e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,64x64x32_w4_v3s_ks2,17.260,17.230,17.320,17.266,6.0970,1.846e-04,2.579e-02,1.244e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,64x64x32_w4_v3s_ks4,17.900,17.890,17.900,17.898,5.8800,1.846e-04,2.580e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",1024,7168,7168,64x64x32_w4_v3s_ks8,17.500,17.490,17.510,17.502,6.0120,1.846e-04,2.579e-02,1.245e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,16x64x32_w4,4.830,4.830,4.830,4.830,43.5660,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,BITSHIFT,"U(-1,1)",2048,7168,7168,16x64x32_w4,3.420,3.410,3.420,3.418,61.5450,1.846e-04,2.630e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,16x128x32_w8,4.390,4.380,4.390,4.388,47.9780,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,BITSHIFT,"U(-1,1)",2048,7168,7168,16x128x32_w8,3.190,3.180,3.190,3.186,66.0600,1.846e-04,2.630e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v2,18.340,18.340,18.350,18.344,11.4730,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v2,15.990,15.990,16.000,15.992,13.1590,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3,19.720,19.720,19.730,19.724,10.6690,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3,17.770,17.730,17.800,17.768,11.8440,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,32x64x32_w4_v3_b1,15.030,15.030,15.040,15.032,13.9990,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v4,19.600,19.590,19.610,19.600,10.7390,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v4,19.050,19.050,19.050,19.050,11.0480,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v5,15.120,14.980,15.130,15.096,13.9170,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v5,12.530,12.400,12.540,12.508,16.7900,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks2,20.560,20.550,20.560,20.556,10.2370,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks4,20.000,20.000,20.010,20.004,10.5220,1.846e-04,2.631e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks2,17.990,17.980,17.990,17.988,11.7000,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks4,18.080,18.050,18.080,18.072,11.6430,1.846e-04,2.631e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks8,17.520,17.520,17.530,17.524,12.0090,1.846e-04,2.630e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,16x64x32_w4,4.830,4.830,4.830,4.830,87.1680,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,BITSHIFT,"U(-1,1)",4096,7168,7168,16x64x32_w4,3.480,3.470,3.480,3.476,121.1240,1.846e-04,2.655e-02,1.263e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,16x128x32_w8,4.480,4.480,4.480,4.480,93.9970,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,BITSHIFT,"U(-1,1)",4096,7168,7168,16x128x32_w8,3.260,3.250,3.260,3.256,129.3080,1.846e-04,2.655e-02,1.263e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v2,18.410,18.410,18.430,18.418,22.8610,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v2,16.000,16.000,16.010,16.002,26.3020,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v3,21.100,21.100,21.100,21.100,19.9490,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v3,18.370,18.370,18.370,18.370,22.9150,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,32x64x32_w4_v3_b1,14.930,14.930,14.930,14.930,28.1940,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v4,20.960,20.960,20.960,20.960,20.0810,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v4,19.060,19.060,19.060,19.060,22.0800,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v5,15.220,15.190,15.230,15.214,27.6550,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v5,12.400,12.370,12.410,12.398,33.9480,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v3s_ks2,20.580,20.580,20.580,20.580,20.4530,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,128x64x32_w4_v3s_ks4,20.030,20.030,20.040,20.032,21.0100,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v3s_ks2,18.400,18.400,18.400,18.400,22.8730,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v3s_ks4,18.150,18.150,18.150,18.150,23.1940,1.846e-04,2.655e-02,1.262e-02,5
MXFP4,LUT,"U(-1,1)",4096,7168,7168,64x64x32_w4_v3s_ks8,17.560,17.560,17.560,17.560,23.9750,1.846e-04,2.655e-02,1.262e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,16x64x32_w4,0.050,0.050,0.050,0.050,2.0090,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,BITSHIFT,"U(-1,1)",1,7168,7168,16x64x32_w4,0.050,0.050,0.050,0.050,2.2180,1.819e-04,1.832e-02,1.255e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,16x128x32_w8,0.050,0.050,0.050,0.050,2.2030,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,BITSHIFT,"U(-1,1)",1,7168,7168,16x128x32_w8,0.040,0.040,0.040,0.040,2.4140,1.819e-04,1.832e-02,1.255e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v2,0.040,0.040,0.040,0.040,2.6010,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v2,0.050,0.050,0.050,0.050,2.2150,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v3,0.060,0.060,0.060,0.060,1.7350,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v3,0.070,0.070,0.070,0.070,1.3750,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,32x64x32_w4_v3_b1,0.090,0.090,0.090,0.090,1.1770,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v4,0.060,0.060,0.060,0.060,1.7560,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v4,0.070,0.070,0.070,0.070,1.3800,1.819e-04,1.831e-02,1.252e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v5,0.060,0.060,0.060,0.060,1.7450,1.819e-04,1.831e-02,1.252e-02,5
