format,path,dist,M,N,K,tile,tflops_median,tflops_min,tflops_max,tflops_mean,ms_median,rel,maxabs,p99,n_runs
INT4,BITSHIFT,"U(-1,1)",2048,7168,7168,16x64x32_w4,3.680,3.670,3.700,3.682,57.1750,1.860e-04,2.781e-02,1.348e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,16x128x32_w8,5.080,5.050,5.090,5.072,41.4350,2.555e-04,3.901e-02,1.858e-02,5
INT4,BITSHIFT,"U(-1,1)",2048,7168,7168,16x128x32_w8,3.640,3.630,3.670,3.646,57.8810,1.860e-04,2.781e-02,1.348e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v2,18.790,18.670,18.900,18.788,11.2020,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v2,14.640,14.620,14.700,14.656,14.3750,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3,16.630,16.630,16.660,16.638,12.6530,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3,17.780,17.770,17.820,17.790,11.8350,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,32x64x32_w4_v3_b1,12.570,12.560,12.660,12.586,16.7460,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v4,16.470,16.440,16.580,16.492,12.7780,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v4,16.910,16.910,16.930,16.914,12.4440,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v5,11.920,11.920,11.930,11.922,17.6520,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v5,8.940,8.940,8.940,8.940,23.5380,2.555e-04,3.901e-02,1.858e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks2,17.420,17.410,17.440,17.422,12.0800,2.555e-04,3.903e-02,1.854e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks4,16.930,16.930,16.940,16.934,12.4280,2.555e-04,3.901e-02,1.852e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks2,17.380,17.370,17.390,17.378,12.1120,2.555e-04,3.903e-02,1.854e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks4,16.830,16.790,16.860,16.826,12.5020,2.555e-04,3.901e-02,1.852e-02,5
INT4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks8,16.280,16.270,16.300,16.284,12.9250,2.555e-04,3.901e-02,1.852e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,16x64x32_w4,4.200,4.190,4.210,4.198,1.5660,2.561e-04,3.466e-02,1.871e-02,5
INT4,BITSHIFT,"U(-1,1)",64,7168,7168,16x64x32_w4,3.610,3.610,3.620,3.614,1.8200,1.865e-04,2.489e-02,1.371e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,16x128x32_w8,4.080,4.060,4.090,4.080,1.6100,2.561e-04,3.466e-02,1.871e-02,5
INT4,BITSHIFT,"U(-1,1)",64,7168,7168,16x128x32_w8,3.480,3.460,3.490,3.478,1.8890,1.865e-04,2.489e-02,1.371e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v2,4.660,4.630,4.670,4.658,1.4100,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v2,6.510,6.470,6.520,6.504,1.0100,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3,4.730,4.700,4.740,4.728,1.3900,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3,6.200,6.170,6.210,6.196,1.0610,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,32x64x32_w4_v3_b1,6.850,6.780,6.850,6.830,0.9610,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v4,4.750,4.720,4.760,4.746,1.3840,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v4,6.270,6.250,6.270,6.266,1.0500,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v5,4.730,4.720,4.730,4.728,1.3910,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v5,6.360,6.360,6.380,6.366,1.0330,2.561e-04,3.466e-02,1.871e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks2,7.960,7.950,8.000,7.968,0.8260,2.561e-04,3.466e-02,1.868e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks4,7.990,7.980,8.030,7.998,0.8240,2.561e-04,3.465e-02,1.869e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks2,11.060,11.000,11.130,11.066,0.5940,2.561e-04,3.466e-02,1.868e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks4,8.550,8.510,8.750,8.584,0.7690,2.561e-04,3.465e-02,1.869e-02,5
INT4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks8,11.100,11.090,11.110,11.100,0.5930,2.561e-04,3.466e-02,1.867e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,16x64x32_w4,4.830,4.830,4.840,4.832,43.5650,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,BITSHIFT,"U(-1,1)",2048,7168,7168,16x64x32_w4,3.420,3.420,3.420,3.420,61.5520,1.846e-04,2.630e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,16x128x32_w8,4.390,4.380,4.390,4.386,47.9860,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,BITSHIFT,"U(-1,1)",2048,7168,7168,16x128x32_w8,3.190,3.180,3.200,3.188,66.0670,1.846e-04,2.630e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v2,18.350,18.340,18.360,18.350,11.4700,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v2,15.990,15.990,16.010,15.998,13.1580,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3,19.720,19.720,19.750,19.732,10.6710,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3,17.760,17.690,17.860,17.772,11.8520,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,32x64x32_w4_v3_b1,15.040,15.030,15.060,15.042,13.9940,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v4,19.600,19.590,19.630,19.608,10.7400,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v4,19.050,19.050,19.080,19.060,11.0480,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v5,15.140,15.140,15.170,15.148,13.9000,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v5,12.540,12.540,12.560,12.546,16.7840,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks2,20.560,20.540,20.580,20.560,10.2380,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks4,20.000,19.990,20.030,20.006,10.5210,1.846e-04,2.631e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks2,17.990,17.980,18.020,17.996,11.7010,1.846e-04,2.631e-02,1.225e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks4,18.090,18.050,18.120,18.088,11.6310,1.846e-04,2.631e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks8,17.530,17.510,17.560,17.532,12.0080,1.846e-04,2.630e-02,1.226e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,16x64x32_w4,3.660,3.650,3.670,3.660,1.7980,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,BITSHIFT,"U(-1,1)",64,7168,7168,16x64x32_w4,2.920,2.920,2.930,2.924,2.2510,1.850e-04,2.390e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,16x128x32_w8,3.550,3.530,3.550,3.544,1.8530,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,BITSHIFT,"U(-1,1)",64,7168,7168,16x128x32_w8,2.690,2.690,2.700,2.692,2.4460,1.850e-04,2.390e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v2,4.280,4.280,4.290,4.282,1.5360,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v2,5.760,5.760,5.780,5.768,1.1410,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3,6.200,6.200,6.220,6.206,1.0600,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3,9.830,9.820,9.850,9.834,0.6690,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,32x64x32_w4_v3_b1,10.500,10.480,10.510,10.500,0.6260,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v4,6.210,6.200,6.220,6.212,1.0590,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v4,9.200,9.180,9.200,9.194,0.7150,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v5,6.110,6.100,6.130,6.112,1.0760,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v5,9.070,9.050,9.100,9.072,0.7250,1.850e-04,2.391e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks2,9.690,9.670,9.710,9.690,0.6790,1.850e-04,2.390e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks4,9.630,9.620,9.660,9.638,0.6830,1.850e-04,2.391e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks2,15.100,15.070,15.170,15.110,0.4360,1.850e-04,2.390e-02,1.255e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks4,13.330,13.240,13.530,13.338,0.4930,1.850e-04,2.391e-02,1.256e-02,5
MXFP4,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks8,16.050,16.040,16.090,16.062,0.4100,1.850e-04,2.391e-02,1.256e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,16x64x32_w4,4.040,4.040,4.050,4.042,52.0740,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,BITSHIFT,"U(-1,1)",2048,7168,7168,16x64x32_w4,3.190,3.190,3.200,3.192,65.9430,1.846e-04,2.789e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,16x128x32_w8,3.570,3.570,3.580,3.574,58.9240,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,BITSHIFT,"U(-1,1)",2048,7168,7168,16x128x32_w8,2.950,2.940,2.950,2.948,71.4080,1.846e-04,2.789e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v2,12.370,12.350,12.380,12.366,17.0110,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v2,9.690,9.690,9.700,9.694,21.7150,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3,13.940,13.940,13.960,13.946,15.0990,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3,14.550,14.530,14.570,14.552,14.4630,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,32x64x32_w4_v3_b1,9.870,9.870,9.890,9.876,21.3120,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v4,13.670,13.650,13.700,13.674,15.3930,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v4,14.070,14.070,14.090,14.078,14.9580,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v5,9.830,9.830,9.860,9.838,21.4000,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v5,6.790,6.790,6.810,6.796,30.9840,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks2,14.790,14.780,14.810,14.792,14.2340,1.846e-04,2.789e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,128x64x32_w4_v3s_ks4,14.530,14.520,14.550,14.532,14.4850,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks2,14.290,14.290,14.310,14.298,14.7250,1.846e-04,2.789e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks4,14.010,14.000,14.030,14.012,15.0250,1.846e-04,2.790e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",2048,7168,7168,64x64x32_w4_v3s_ks8,13.400,13.400,13.420,13.408,15.7040,1.846e-04,2.789e-02,1.309e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,16x64x32_w4,3.020,3.020,3.030,3.024,2.1750,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,BITSHIFT,"U(-1,1)",64,7168,7168,16x64x32_w4,2.600,2.600,2.600,2.600,2.5280,1.849e-04,2.474e-02,1.324e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,16x128x32_w8,2.740,2.740,2.740,2.740,2.4020,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,BITSHIFT,"U(-1,1)",64,7168,7168,16x128x32_w8,2.310,2.310,2.320,2.314,2.8420,1.849e-04,2.474e-02,1.324e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v2,2.510,2.510,2.510,2.510,2.6210,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v2,2.880,2.880,2.890,2.884,2.2800,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3,3.740,3.740,3.750,3.742,1.7560,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3,4.600,4.590,4.610,4.600,1.4310,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,32x64x32_w4_v3_b1,5.120,5.120,5.150,5.128,1.2830,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v4,3.680,3.680,3.690,3.682,1.7860,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v4,4.630,4.630,4.640,4.632,1.4210,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v5,3.710,3.700,3.710,3.706,1.7740,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v5,4.620,4.620,4.630,4.622,1.4230,1.849e-04,2.472e-02,1.323e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks2,6.570,6.560,6.580,6.572,1.0010,1.849e-04,2.472e-02,1.325e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,128x64x32_w4_v3s_ks4,6.530,6.520,6.540,6.530,1.0080,1.849e-04,2.473e-02,1.322e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks2,8.680,8.650,8.700,8.674,0.7580,1.849e-04,2.472e-02,1.325e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks4,8.200,8.170,8.210,8.194,0.8020,1.849e-04,2.473e-02,1.322e-02,5
F8_E4M3_B128,LUT,"U(-1,1)",64,7168,7168,64x64x32_w4_v3s_ks8,10.040,9.900,10.080,10.016,0.6550,1.849e-04,2.473e-02,1.323e-02,5
