device: Tesla V100-SXM2-32GB, cc=7.0, smem=48KiB/cta

=== cuBLAS FP16 GEMM ceiling (V100 TC peak target 125 TFLOPS) ===
format,path,dist,M,N,K,tile,status,detail
CUBLAS_FP16,REF,U(-1,1),1,4096,4096,cublas,OK,ms=0.072,tflops=0.46,gbps=465.1,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),16,4096,4096,cublas,OK,ms=0.063,tflops=8.49,gbps=534.8,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),64,4096,4096,cublas,OK,ms=0.120,tflops=17.86,gbps=287.8,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),128,4096,4096,cublas,OK,ms=0.100,tflops=42.81,gbps=355.4,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),256,4096,4096,cublas,OK,ms=0.145,tflops=59.44,gbps=261.2,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),512,4096,4096,cublas,OK,ms=0.251,tflops=68.35,gbps=166.9,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),1024,4096,4096,cublas,OK,ms=0.545,tflops=63.00,gbps=92.3,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),2048,4096,4096,cublas,OK,ms=0.829,tflops=82.93,gbps=81.0,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),1,7168,7168,cublas,OK,ms=0.197,tflops=0.52,gbps=521.0,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),16,7168,7168,cublas,OK,ms=0.232,tflops=7.08,gbps=444.6,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),64,7168,7168,cublas,OK,ms=0.348,tflops=18.92,gbps=300.9,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),128,7168,7168,cublas,OK,ms=0.397,tflops=33.12,gbps=268.0,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),256,7168,7168,cublas,OK,ms=0.478,tflops=55.06,gbps=230.5,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),512,7168,7168,cublas,OK,ms=0.684,tflops=76.88,gbps=171.6,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),1024,7168,7168,cublas,OK,ms=1.224,tflops=85.98,gbps=108.0,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
CUBLAS_FP16,REF,U(-1,1),2048,7168,7168,cublas,OK,ms=2.369,tflops=88.85,gbps=68.2,maxabs=0.0e+0,p99=0.0e+0,rel=0.0e+0
INT8,LUT,U(-1,1),1,4096,4096,16x64x32_w4,OK,ms=0.822,tflops=0.04,gbps=21.7,maxabs=1.897e-02,p99=1.446e-02,rel=2.592e-04
INT8,BITSHIFT,U(-1,1),1,4096,4096,16x64x32_w4,OK,ms=0.504,tflops=0.07,gbps=35.4,maxabs=1.308e-02,p99=9.962e-03,rel=1.834e-04
INT8,LUT,U(-1,1),1,4096,4096,16x128x32_w8,OK,ms=0.880,tflops=0.04,gbps=20.3,maxabs=1.897e-02,p99=1.446e-02,rel=2.592e-04
INT8,BITSHIFT,U(-1,1),1,4096,4096,16x128x32_w8,OK,ms=0.595,tflops=0.06,gbps=30.0,maxabs=1.308e-02,p99=9.962e-03,rel=1.834e-04
INT8,LUT,U(-1,1),1,4096,4096,16x128x32_w4f2,OK,ms=1.525,tflops=0.02,gbps=11.7,maxabs=1.897e-02,p99=1.446e-02,rel=2.592e-04
INT8,BITSHIFT,U(-1,1),1,4096,4096,16x128x32_w4f2,SKIP,MF path-B not implemented
INT8,LUT,U(-1,1),1,4096,4096,16x256x32_w4f4,OK,ms=2.881,tflops=0.01,gbps=6.2,maxabs=1.897e-02,p99=1.446e-02,rel=2.592e-04
INT8,BITSHIFT,U(-1,1),1,4096,4096,16x256x32_w4f4,SKIP,MF path-B not implemented
